Open,High,Low,Close,Adj Close,Volume,MA_1,MA_2,MA_3,MA_4,MA_5,RSI1,RSI1MAL,RSI1MAH,RSI2,RSI2MAL,RSI2MAH,RSI3,RSI3MAL,RSI3MAH,Compare_Close,CRS,CRSMAL,CRSMAH,Sto_main,Sto_signal,MACD,MACD_signal
210.2100067,213.4100037,209.5800018,212.8899994,212.6643524,17717200,212.644001,194.8499994,,,,57.96148817,65.56791916,66.97598489,57.96148817,65.56791916,66.97598489,57.96148817,65.56791916,66.97598489,412.2000122,0.516472569,0.483996683,,47.18540203,62.17939296,6.421542654,7.963019703
213.6799927,213.9199982,210.7100067,212.7899933,212.5644531,15750900,212.9830009,195.5473993,,,,57.79054791,64.57722878,66.69272997,57.79054791,64.57722878,66.69272997,57.79054791,64.57722878,66.69272997,412.6300049,0.515692002,0.485569458,,35.18122344,48.15285637,5.818869002,7.534189563
210.8200073,211.2599945,207.1300049,207.5500031,207.3300171,19198200,213.2185013,196.2153995,,,,49.54542632,62.65682731,66.02536496,49.54542632,62.65682731,66.02536496,49.54542632,62.65682731,66.02536496,406.0799866,0.51110621,0.487255655,,22.42608904,34.93090484,4.862371973,6.999826045
212.5,214.1100006,208.8800049,209.3999939,209.1780548,41992700,213.6545013,196.8147995,,,,52.14153462,60.49624642,65.35913009,52.14153462,60.49624642,65.35913009,52.14153462,60.49624642,65.35913009,404.3599854,0.51785538,0.48892008,,16.23832565,24.61521271,4.205145686,6.440889973
239.8899994,241.6900024,236.7700043,238.5599976,238.3071442,71196500,215.3150009,197.9963995,,,,74.45400799,60.72964578,65.70197573,74.45400799,60.72964578,65.70197573,74.45400799,60.72964578,65.70197573,412.4100037,0.57845347,0.491790042,,36.30015607,24.98819025,5.968457055,6.34640339
239.0099945,240.4299927,235.75,240.3200073,240.0652924,39554000,216.9390015,199.2595996,,,,75.20538601,61.55160066,65.96590524,75.20538601,61.55160066,65.96590524,75.20538601,61.55160066,65.96590524,415.9299927,0.57778956,0.494786966,,67.37754493,39.97200888,7.422351846,6.561593081
238.6199951,244,236.4600067,243.1799927,242.9222412,29143900,218.501001,200.6743994,,,,76.41913494,62.69184533,66.23793888,76.41913494,62.69184533,66.23793888,76.41913494,62.69184533,66.23793888,415.5100098,0.585256641,0.498044954,,94.91837174,66.19869091,8.705004981,6.990275461
243.1799927,244.9199982,238.9900055,239.2400055,238.9864349,24350100,219.8095009,202.0015994,,,,71.24495743,63.66799444,66.46942449,71.24495743,63.66799444,66.46942449,71.24495743,63.66799444,66.46942449,410.8399963,0.58231917,0.50120143,,92.92714277,85.07435315,9.296429342,7.451506237
239.4700012,241.75,232.75,237.0299988,236.7787781,34463900,220.9250008,203.3005994,,,,68.44553897,64.80089137,66.69893064,68.44553897,64.80089137,66.69893064,68.44553897,64.80089137,66.69893064,408.019989,0.580927418,0.504196359,,87.28899782,91.71150411,9.47755696,7.856716382
236.0599976,238.1999969,232.9299927,233.5200043,233.2724915,17889400,222.0270012,204.5485995,,,,64.13523491,65.48686323,66.62311504,64.13523491,65.48686323,66.62311504,64.13523491,65.48686323,66.62311504,405.1300049,0.576407576,0.507137167,,77.97478134,86.06364064,9.231460154,8.131665136
232.2400055,234.6799927,229.8500061,232.7799988,232.5332794,26978900,222.8610008,205.7633997,,,,63.2311545,66.09137508,66.44500269,63.2311545,66.09137508,66.44500269,63.2311545,66.09137508,66.44500269,412.6300049,0.564137353,0.509832085,,72.27661792,79.18013236,8.874415664,8.280215242
231.4199982,235.6199951,230.2700043,233.2700043,233.0227661,16400500,223.787001,207.0209998,,,,63.59708384,67.65267036,66.17882735,63.59708384,67.65267036,66.17882735,63.59708384,67.65267036,66.17882735,412.7399902,0.565174225,0.512538264,,68.96004813,73.07048246,8.532635767,8.330699347
231.4600067,235.8800049,231.0800018,233.3699951,233.1226501,16865600,224.7630005,208.2975998,,,,63.67652555,68.93433602,65.88841541,63.67652555,68.93433602,65.88841541,63.67652555,68.93433602,65.88841541,410.9299927,0.567906941,0.515371021,,68.8277299,70.02146532,8.175597958,8.299679069
236.1699982,236.75,230.7200012,233.0800018,232.832962,19119000,225.7170006,209.4603998,,,,63.2454493,67.68894061,65.54011742,63.2454493,67.68894061,65.54011742,63.2454493,67.68894061,65.54011742,412.8500061,0.564563397,0.517832733,,69.09235291,68.96004364,7.779564906,8.195656236
233.0500031,238.2100067,232.3000031,235.7899933,235.5400848,20449000,226.4889999,210.7077997,,,,65.58982029,66.62054441,65.48372982,65.58982029,66.62054441,65.48372982,65.58982029,66.62054441,65.48372982,412.1300049,0.572125277,0.520488696,,71.31515388,69.74507889,7.596808244,8.075886638
236.7400055,236.9600067,231.4499969,233.8099976,233.5621796,16155300,227.1049995,211.8933997,,,,62.45533816,65.06901144,65.1757589,62.45533816,65.06901144,65.1757589,62.45533816,65.06901144,65.1757589,411.5899963,0.568065307,0.523075461,,71.70326583,70.70359087,7.209101135,7.902529537
236.9199982,240.2599945,235.3300018,238.8600006,238.606842,20653200,228.1049995,212.9655997,,,,66.81172208,64.57642973,65.12400541,66.81172208,64.57642973,65.12400541,66.81172208,64.57642973,65.12400541,413.0100098,0.578339495,0.52547577,,76.54206219,73.1868273,7.226036252,7.76723088
235.7899933,239.6399994,235.5200043,238.8200073,238.5668793,18163800,229.1514999,214.0439999,,,,66.7456708,64.38755549,65.12556179,66.7456708,64.38755549,65.12556179,66.7456708,64.38755549,65.12556179,410.25,0.582132864,0.527975599,,71.10276782,73.11603195,7.153766166,7.644537937
238.4499969,243.8399963,238.1399994,242.4900055,242.2329865,21193100,230.4910004,215.2036002,,,,69.70543232,65.00646631,65.2406175,69.70543232,65.00646631,65.2406175,69.70543232,65.00646631,65.2406175,415.230011,0.583989594,0.530389817,,75.52763708,74.39082236,7.30838329,7.577307008
241.3000031,247.0899963,241.1900024,246.8500061,246.5883789,22943300,232.1800003,216.4412003,,,,72.80245007,66.0699436,65.289245,72.80245007,66.0699436,65.289245,72.80245007,66.0699436,65.289245,419.230011,0.588817593,0.53289263,,80.66850082,75.76630191,7.69404196,7.600653998
247.4700012,248.6900024,243.4100037,245.6399994,245.3796539,21599800,233.8175003,217.7202002,,,,70.64400905,66.85293529,65.22086881,70.64400905,66.85293529,65.22086881,70.64400905,66.85293529,65.22086881,418.6199951,0.586785157,0.535348019,,88.76475148,81.65362979,7.811990046,7.642921208
245.4100037,253.5700073,245.1199951,248.3200073,248.0568085,27738500,235.594001,219.0964005,,,,72.58288043,67.84253028,65.41187234,72.58288043,67.84253028,65.41187234,72.58288043,67.84253028,65.41187234,418.7900085,0.592946351,0.537903741,,86.76191524,85.39838918,8.029163795,7.720169725
246.8099976,251.6100006,246.6499939,246.7400055,246.4784851,17748100,237.5535011,220.4132007,,,,69.66173786,68.55545123,65.55206454,69.66173786,68.55545123,65.55206454,69.66173786,68.55545123,65.55206454,414.0899963,0.595860822,0.540432334,,77.62784285,84.38483652,7.981773694,7.772490519
245.2799988,249.5899963,244.9499969,249.2100067,248.9458771,17724300,239.5440018,221.5170007,,,,71.5868756,69.22179071,65.91715495,71.5868756,69.22179071,65.91715495,71.5868756,69.22179071,65.91715495,411.0899963,0.606217638,0.542650884,,76.89713098,80.42896302,8.050721447,7.828136705
253.3999939,255.6199951,249.1699982,252.6900024,252.4221802,22371400,240.250502,222.6158008,192.5033,,,74.08224433,70.51366917,66.55046606,74.08224433,70.51366917,66.55046606,74.08224433,70.51366917,66.55046606,414.6499939,0.609405538,0.544679212,,80.42215067,78.31570817,8.290600726,7.920629509
252.9299927,262.3099976,252.7100067,262.0400085,261.7622681,25727200,241.3365021,223.7580011,193.8763001,,,79.33386031,71.90501786,67.40536094,79.33386031,71.90501786,67.40536094,79.33386031,71.90501786,67.40536094,420.019989,0.62387509,0.546809588,,89.73535284,82.35154483,9.129929984,8.162489604
265.25,268.6499939,261.2900085,262.519989,262.2417603,23816500,242.3035019,225.0962009,195.2278,,,79.56279595,73.32914288,68.27625087,79.56279595,73.32914288,68.27625087,79.56279595,73.32914288,68.27625087,420.1799927,0.624779841,0.549273646,,90.4752691,86.87759087,9.721768387,8.474345361
260,265,258.4500122,264.7200012,264.4394226,25473700,243.5775017,226.4344009,196.6056,,,80.62239221,74.54213842,69.5193295,80.62239221,74.54213842,69.5193295,80.62239221,74.54213842,69.5193295,417.8500061,0.633528772,0.551896474,,90.80649022,90.33903739,10.25016961,8.82951021
265.8999939,274,265.8900146,272.6099854,272.3210449,25609500,245.356501,227.8434006,198.0314998,,,83.85524615,75.77022688,70.78787796,83.85524615,75.77022688,70.78787796,83.85524615,75.77022688,70.78787796,421.8200073,0.646270875,0.554686272,,90.00245255,90.42807062,11.17674856,9.298957881
272.6600037,275.3500061,271.1199951,272.6099854,272.3210449,19405300,247.3110001,229.2994003,199.4628996,,,83.85524615,77.23814211,71.16392749,83.85524615,77.23814211,71.16392749,83.85524615,77.23814211,71.16392749,427.9200134,0.637058274,0.557235909,,93.10736522,91.305436,11.77533038,9.794232381
270.2999878,275.5700073,269.5599976,271.3900146,271.102356,20742900,249.2415009,230.6416006,200.8468997,,,81.41936404,78.21997362,71.41248661,81.41936404,78.21997362,71.41248661,81.41936404,78.21997362,71.41248661,427.1000061,0.635424984,0.559552975,,93.14988608,92.08656795,12.01279334,10.23794457
